Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR004230	DNA mismatch repair protein MutH  Molecular Function	interpro	family		MF_00759,TIGR02248	GO:0003677,GO:0004519,GO:0006304
IPR004475	DNA polymerase II large subunit DP2  Molecular Function	interpro	family		PTHR42210,MF_00324,PIRSF016275,TIGR00354	GO:0003677,GO:0003887,GO:0006260
IPR004504	DNA repair protein RadA  Molecular Function	interpro	family		MF_01498,TIGR00416	GO:0003684,GO:0005524,GO:0006281
IPR004519	DNA-directed RNA polymerase, subunit E/RPC8  Molecular Function	interpro	family		TIGR00448	GO:0003677,GO:0003899,GO:0006351
IPR004577	8-oxoguanine DNA-glycosylase  Molecular Function	interpro	family		TIGR00588	GO:0008534,GO:0034039,GO:0006284
IPR004580	DNA repair protein Rad18, fungi  Molecular Function	interpro	family		TIGR00599	GO:0003697,GO:0061630,GO:0006301,GO:0006513
IPR004583	DNA repair protein Rad4  Molecular Function	interpro	family		PTHR12135	GO:0003684,GO:0006289,GO:0005634
IPR004584	DNA repair protein Rad50, eukaryotes  Molecular Function	interpro	family		TIGR00606	GO:0016887,GO:0000723,GO:0006281,GO:0005634,GO:0030870
IPR004589	DNA helicase, ATP-dependent, RecQ type  Molecular Function	interpro	family		TIGR00614	GO:0004386,GO:0006310
IPR004590	DNA single-strand annealing protein RecT  Molecular Function	interpro	family		TIGR00616	GO:0003677,GO:0006259
IPR004597	DNA-3-methyladenine glycosylase I  Molecular Function	interpro	family		TIGR00624	GO:0008725,GO:0006284
IPR004603	DNA mismatch endonuclease VSR  Molecular Function	interpro	family		cd00221,PIRSF018267,TIGR00632,PF03852	GO:0004519,GO:0006298
IPR004604	DNA recombination/repair protein RecN  Molecular Function	interpro	family		PIRSF003128,TIGR00634,PTHR11059	GO:0005524,GO:0006281,GO:0006310
IPR004605	Holliday junction branch migration complex subunit RuvB  Molecular Function	interpro	family		PTHR42848,MF_00016,TIGR00635	GO:0003677,GO:0005524,GO:0009378,GO:0006281,GO:0006310
IPR004609	ATP-dependent DNA helicase RecG  Molecular Function	interpro	family		TIGR00643	GO:0003678,GO:0006281,GO:0006310
IPR004615	DNA polymerase III, psi subunit  Molecular Function	interpro	family		PIRSF029225,PF03603	GO:0003887,GO:0008408,GO:0006260
IPR004622	DNA polymerase III, delta prime subunit  Molecular Function	interpro	domain		TIGR00678	GO:0003887,GO:0008408,GO:0006260
IPR004645	DNA-binding protein Tfx, archaea  Molecular Function	interpro	family		TIGR00721	GO:0003677
IPR004805	Error-prone DNA polymerase/DNA polymerase III subunit alpha DnaE/PolC  Molecular Function	interpro	family		PTHR32294,TIGR00594	GO:0008408,GO:0006260
IPR004868	DNA-directed DNA polymerase, family B, mitochondria/virus  Molecular Function	interpro	domain		PF03175	GO:0000166,GO:0003677,GO:0003887,GO:0006260
IPR004947	Deoxyribonuclease II  Molecular Function	interpro	family		PTHR10858,PF03265	GO:0004531,GO:0006259
IPR004973	DNA-directed RNA polymerase, 18kDa subunit, poxviral  Molecular Function	interpro	family		PF03293	GO:0003677,GO:0003899,GO:0019083
IPR005059	DNA-directed RNA polymerase, 35kDa subunit, poxviral  Molecular Function	interpro	family		PF03396,PIRSF000746	GO:0003677,GO:0003899,GO:0019083
IPR005104	Winged helix-turn-helix transcription repressor, HrcA DNA-binding domain  Molecular Function	interpro	domain		PF03444	GO:0003677,GO:0006355
IPR005319	Peptidase S48, DNA-binding transcriptional activator HetR  Molecular Function	interpro	family		MF_00781,PF03574	GO:0003677,GO:0004252,GO:0043158
IPR005376	Adenovirus DNA-binding, zinc-binding domain  Molecular Function	interpro	domain		PF03728	GO:0003677,GO:0008270,GO:0006260
IPR005412	DNA-binding protein Fis  Molecular Function	interpro	family		MF_00166,PIRSF002097,PR01591	GO:0003677,GO:0006355
IPR005559	CG-1 DNA-binding domain  Molecular Function	interpro	domain		SM01076,PS51437,PF03859	GO:0003677
IPR005569	Arc-like DNA binding domain  Molecular Function	interpro	domain		PF03869	GO:0003677
IPR005570	DNA-directed RNA polymerases I, II, and III subunit RPABC3  Molecular Function	interpro	family		PF03870,SM00658,PIRSF000779,PTHR10917	GO:0003899,GO:0006351
IPR005584	DNA gyrase inhibitor YacG  Molecular Function	interpro	family		PTHR36150,MF_00649,PF03884	GO:0008270
IPR005733	DNA topoisomerase I, bacterial-type  Molecular Function	interpro	family		TIGR01051	GO:0003677,GO:0003917,GO:0006265
IPR005734	DNA topoisomerase VI, subunit B  Molecular Function	interpro	family		MF_00322,TIGR01052,PIRSF006553	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR005737	DNA topoisomerase IV, subunit B, Gram-negative  Molecular Function	interpro	family		MF_00938,TIGR01055,PR01098	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR005738	DNA topoisomerase III  Molecular Function	interpro	family		MF_00953,TIGR01056	GO:0003677,GO:0003916,GO:0006265
IPR005739	DNA topoisomerase I, archeal-type  Molecular Function	interpro	family		TIGR01057	GO:0003677,GO:0003916,GO:0006265
IPR005740	DNA topoisomerase 4 subunit B, Firmicutes/Mollicutes  Molecular Function	interpro	family		MF_00939,TIGR01058	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR005741	DNA topoisomerase IV subunit A, Gram-positive  Molecular Function	interpro	family		MF_00937,TIGR01061	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR005742	DNA topoisomerase IV, subunit A, Gram-negative  Molecular Function	interpro	family		MF_00936	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR005743	DNA gyrase, subunit A  Molecular Function	interpro	family		MF_01897	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR005748	DNA mismatch repair protein MutS  Molecular Function	interpro	family		MF_00096,TIGR01070	GO:0005524,GO:0030983,GO:0006298
IPR005751	ATP-dependent DNA helicase PcrA  Molecular Function	interpro	family		TIGR01073	GO:0003678,GO:0006268,GO:0005737
IPR005752	ATP-dependent DNA helicase Rep  Molecular Function	interpro	family		MF_01920,TIGR01074	GO:0003677,GO:0003678,GO:0005524,GO:0006268
IPR005753	DNA helicase, ATP-dependent, UvrD type  Molecular Function	interpro	family		TIGR01075	GO:0003678,GO:0006268,GO:0005737
IPR005790	DNA polymerase III, delta subunit  Molecular Function	interpro	family		TIGR01128	GO:0003677,GO:0006260
IPR006054	DNA polymerase III epsilon subunit, exonuclease domain  Molecular Function	interpro	domain		TIGR00573	GO:0003677,GO:0003887,GO:0006260
IPR006085	XPG, N-terminal  Molecular Function	interpro	domain		SM00485,PF00752	GO:0004518
IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain  Molecular Function	interpro	domain		PF00136	GO:0000166,GO:0003677
IPR006167	DNA repair protein XPF  Molecular Function	interpro	family		TIGR00596	GO:0003697,GO:0004520,GO:0006281
IPR006172	DNA-directed DNA polymerase, family B  Molecular Function	interpro	family		SM00486,PR00106	GO:0000166,GO:0003676,GO:0003887
IPR006199	LexA repressor, DNA-binding domain  Molecular Function	interpro	domain		PF01726	GO:0004252,GO:0006508
IPR006293	DNA helicase, ATP-dependent, RecQ type, bacterial  Molecular Function	interpro	family		TIGR01389	GO:0003678,GO:0006310,GO:0009432
IPR006295	DNA primase, DnaG  Molecular Function	interpro	domain		TIGR01391	GO:0003896,GO:0006269
IPR006308	DNA polymerase III, alpha subunit, PolC-type, Gram-positive bacteria  Molecular Function	interpro	family		MF_00356,TIGR01405	GO:0003677,GO:0003887,GO:0006260,GO:0005737
IPR006309	DNA polymerase 3, epsilon subunit  Molecular Function	interpro	family		cd06131,TIGR01406	GO:0003677,GO:0003887,GO:0006260
IPR006345	ATP-dependent RecD2 DNA helicase  Molecular Function	interpro	family		TIGR01448,MF_01488	GO:0003677,GO:0043139,GO:0032508
IPR006691	DNA gyrase/topoisomerase IV, subunit A, C-terminal repeat  Molecular Function	interpro	repeat		PF03989	GO:0003677,GO:0003916,GO:0005524,GO:0006265
IPR006754	Poxvirus I3 ssDNA-binding  Molecular Function	interpro	family		PF04661,PIRSF003767	GO:0003697
IPR006779	DNA binding protein S1FA  Molecular Function	interpro	family		PTHR35298,PF04689	GO:0003677,GO:0006355,GO:0005634
IPR006824	DNA helicase, Baculovirus  Molecular Function	interpro	family		PF04735	GO:0003678,GO:0019079
IPR007015	DNA polymerase V/Myb-binding protein 1A  Molecular Function	interpro	family		PF04931,PTHR13213	GO:0003677,GO:0008134,GO:0006355,GO:0005730
IPR007120	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain  Molecular Function	interpro	domain		PF00562	GO:0003677,GO:0003899,GO:0006351
IPR007185	DNA polymerase alpha/delta/epsilon, subunit B  Molecular Function	interpro	domain		PF04042	GO:0003677,GO:0006260
IPR007281	Mre11, DNA-binding  Molecular Function	interpro	domain		SM01347,PF04152	GO:0004519,GO:0030145,GO:0006302,GO:0005634
IPR007459	DNA polymerase III chi subunit, HolC  Molecular Function	interpro	family		PTHR38767,PF04364	GO:0003677,GO:0003887,GO:0006260
IPR007492	LytTR DNA-binding domain  Molecular Function	interpro	domain		PS50930,SM00850,PF04397	GO:0003677
IPR007634	RNA polymerase sigma factor 54, DNA-binding  Molecular Function	interpro	domain		PF04552	GO:0001216
IPR007692	DNA helicase, DnaB type  Molecular Function	interpro	family		TIGR00665	GO:0003677,GO:0003678,GO:0005524,GO:0006260
IPR007693	DNA helicase, DnaB-like, N-terminal  Molecular Function	interpro	domain		PF00772	GO:0003678,GO:0005524,GO:0006260
IPR007694	DNA helicase, DnaB-like, C-terminal  Molecular Function	interpro	domain		cd00984,PS51199,PF03796	GO:0003678,GO:0005524,GO:0006260
IPR007695	DNA mismatch repair protein MutS-like, N-terminal  Molecular Function	interpro	domain		PF01624	GO:0005524,GO:0030983,GO:0006298
IPR007696	DNA mismatch repair protein MutS, core  Molecular Function	interpro	domain		PF05192,SM00533	GO:0005524,GO:0030983,GO:0006298
IPR007811	DNA-directed RNA polymerase III subunit RPC4  Molecular Function	interpro	family		PTHR13408,PF05132	GO:0003677,GO:0006383,GO:0005666
IPR007860	DNA mismatch repair protein MutS, connector domain  Molecular Function	interpro	domain		PF05188	GO:0005524,GO:0030983,GO:0006298
IPR007861	DNA mismatch repair protein MutS, clamp  Molecular Function	interpro	domain		PF05190	GO:0005524,GO:0030983,GO:0006298
IPR007889	DNA binding HTH domain, Psq-type  Molecular Function	interpro	domain		PS50960,PF04218,PF05225	GO:0003677
IPR007984	DNA-directed RNA polymerase, 19kDa subunit, poxviral  Molecular Function	interpro	family		PF05320,PIRSF000743	GO:0003677,GO:0003899,GO:0006351
IPR008029	Bacteriophage T7, Gp3, endodeoxynuclease I  Molecular Function	interpro	family		cd22324,PF05367	GO:0008833,GO:0015074,GO:0016032
IPR008045	DNA replication licensing factor Mcm2  Molecular Function	interpro	family		PF12619,PR01658	GO:0003677,GO:0005524,GO:0006270,GO:1905775,GO:0005634,GO:0042555
IPR008046	DNA replication licensing factor Mcm3  Molecular Function	interpro	family		PR01659	GO:0003677,GO:0005524,GO:0006270,GO:0042555
IPR008048	DNA replication licensing factor Mcm5  Molecular Function	interpro	family		PR01661	GO:0003688,GO:0005524,GO:0006270,GO:0005634,GO:0042555
IPR008049	DNA replication licensing factor Mcm6  Molecular Function	interpro	family		PR01662	GO:0003677,GO:0003678,GO:0005524,GO:0006270,GO:0005634,GO:0042555
IPR008050	DNA replication licensing factor Mcm7  Molecular Function	interpro	family		cd17758,PR01663	GO:0003677,GO:0003678,GO:0005524,GO:0006270,GO:0042555
IPR008116	Sequence-specific single-strand DNA-binding protein  Molecular Function	interpro	family		PR01743	GO:0003697
IPR008148	DNA photolyase class 2  Molecular Function	interpro	family		TIGR00591	GO:0003904,GO:0006281
IPR008193	DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site  Molecular Function	interpro	conserved_site		PS01154	GO:0003677,GO:0003899,GO:0006351
IPR008332	Methylguanine DNA methyltransferase, ribonuclease-like domain  Molecular Function	interpro	domain		PF02870	GO:0003908,GO:0006281
IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type  Molecular Function	interpro	domain		PF02919	GO:0003677,GO:0003917,GO:0006265
IPR008448	DNA-directed RNA polymerase, 7kDa polypeptide, chordopoxviral  Molecular Function	interpro	family		PF05864	GO:0003677,GO:0003899,GO:0006351
IPR008593	DNA N-6-adenine-methyltransferase  Molecular Function	interpro	family		PF05869,TIGR01712	GO:0003677,GO:0009007,GO:0009307
IPR008865	DNA replication terminus site-binding protein  Molecular Function	interpro	family		MF_00483,PF05472,TIGR02648	GO:0003677,GO:0006274,GO:0005737
IPR008917	Transcription factor, Skn-1-like, DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF47454	GO:0003677,GO:0006355
IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal  Molecular Function	interpro	homologous_superfamily		SSF48019	GO:0003677,GO:0006260
IPR008967	p53-like transcription factor, DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF49417	GO:0003700,GO:0006355
IPR008971	HSP40/DnaJ peptide-binding  Molecular Function	interpro	homologous_superfamily		SSF49493	GO:0051082,GO:0006457
IPR009025	DNA-directed RNA polymerase, RBP11-like dimerisation domain  Molecular Function	interpro	domain		PF13656	GO:0046983,GO:0006351
IPR009044	ssDNA-binding transcriptional regulator  Molecular Function	interpro	homologous_superfamily		SSF54447,G3DSA:2.30.31.10	GO:0003677,GO:0006355
IPR009052	DNA polymerase III-theta, bacterial  Molecular Function	interpro	family		PF06440	GO:0003677,GO:0003887,GO:0006260
IPR009674	DNA-directed RNA polymerase I subunit RPA2, domain 4  Molecular Function	interpro	domain		PF06883	GO:0003899,GO:0006351,GO:0005634
IPR009767	DNA helicase, TraI type, C-terminal  Molecular Function	interpro	domain		PF07057	GO:0003677,GO:0003678,GO:0005524,GO:0016818
IPR009933	T-DNA border endonuclease VirD1  Molecular Function	interpro	family		PF07328	GO:0004519
IPR010093	SinI-like, DNA-binding domain  Molecular Function	interpro	domain		TIGR01764	GO:0003677
IPR010114	DNA-binding transcriptional regulator NtrC  Molecular Function	interpro	family		TIGR01818	GO:0000156,GO:0003677,GO:0005524,GO:0000160,GO:0006808
IPR010243	DNA-directed RNA polymerase beta subunit, bacterial-type  Molecular Function	interpro	family		MF_01321,TIGR02013	GO:0003677,GO:0003899,GO:0006351
IPR010285	DNA helicase Pif1-like, DEAD-box helicase domain  Molecular Function	interpro	domain		PF05970	GO:0003678,GO:0000723,GO:0006281
IPR010347	Tyrosyl-DNA phosphodiesterase I  Molecular Function	interpro	family		PF06087,PTHR12415	GO:0008081,GO:0006281,GO:0005634
IPR010372	DNA polymerase III delta, N-terminal  Molecular Function	interpro	domain		PF06144	GO:0003677,GO:0003887,GO:0006260,GO:0009360
IPR010584	Exodeoxyribonuclease 8  Molecular Function	interpro	family		PF06630	GO:0051908
IPR010585	DNA repair protein XRCC4  Molecular Function	interpro	family		PTHR28559	GO:0003677,GO:0006302,GO:0006310,GO:0005634
IPR010982	Lambda repressor-like, DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF47413,G3DSA:1.10.260.40	GO:0003677
IPR010992	Integration host factor (IHF)-like DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:4.10.520.10,SSF47729	GO:0003677
IPR010995	DNA repair Rad51/transcription factor NusA, alpha-helical  Molecular Function	interpro	homologous_superfamily		SSF47794	GO:0000166
IPR011010	DNA breaking-rejoining enzyme, catalytic core  Molecular Function	interpro	homologous_superfamily		SSF56349	GO:0003677
IPR011109	DNA-binding recombinase domain  Molecular Function	interpro	domain		PS51737,PF07508	GO:0000150,GO:0003677
IPR011114	Holliday junction DNA helicase RuvA, C-terminal  Molecular Function	interpro	domain		cd14332,PF07499	GO:0005524,GO:0009378,GO:0006281,GO:0006310,GO:0009379
IPR011149	DNA polymerase II small subunit, archaeal  Molecular Function	interpro	family		MF_00325,PIRSF000803	GO:0003676,GO:0003887,GO:0008408,GO:0006260
IPR011184	DNA mismatch repair Msh2-type  Molecular Function	interpro	family		PIRSF005813	GO:0005524,GO:0030983,GO:0006298
